Customer Id,Customer Segment,Customer Country,Customer City,Customer State,Customer Street,Customer Zipcode
12752,Consumer,Puerto Rico,Caguas,PR,5012 Rustic Fawn Circuit,725.0
8091,Consumer,Puerto Rico,Caguas,PR,6121 Fallen Trace,725.0
12035,Consumer,Puerto Rico,Caguas,PR,1721 Old Forest Parkway,725.0
5275,Consumer,Puerto Rico,Trujillo Alto,PR,697 Little Meadow,976.0
14013,Consumer,Puerto Rico,Caguas,PR,5274 Hidden Mall,725.0
8816,Consumer,Puerto Rico,Caguas,PR,4462 Burning Fox Mall ,725.0
7500,Consumer,Puerto Rico,Caguas,PR,1112 Sunny Pond Wood,725.0
12389,Consumer,Puerto Rico,Arecibo,PR,4878 Dusty Road,612.0
8246,Consumer,Puerto Rico,Caguas,PR,3865 Tawny Beacon Extension,725.0
11537,Consumer,Puerto Rico,Caguas,PR,5761 Stony Key,725.0
8776,Consumer,Puerto Rico,Caguas,PR,7717 Umber Route,725.0
8926,Consumer,Puerto Rico,Caguas,PR,3488 Grand River Townline,725.0
1439,Consumer,Puerto Rico,Caguas,PR,907 Umber Beacon Common,725.0
9479,Consumer,Puerto Rico,Caguas,PR,1050 Sunny River Line,725.0
8239,Consumer,Puerto Rico,Caguas,PR,442 Clear Stead,725.0
9833,Consumer,Puerto Rico,Caguas,PR,1043 Golden Timber Impasse,725.0
9407,Consumer,Puerto Rico,Caguas,PR,5486 Golden Bluff Field,725.0
9194,Consumer,Puerto Rico,Caguas,PR,3305 Foggy Vale,725.0
2819,Consumer,Puerto Rico,Caguas,PR,7909 Golden Highway,725.0
13994,Consumer,Puerto Rico,Caguas,PR,9394 Clear Corner,725.0
8949,Consumer,Puerto Rico,Caguas,PR,8427 Broad Robin End,725.0
5027,Consumer,Puerto Rico,Caguas,PR,7831 Rustic Panda Front,725.0
8432,Consumer,Puerto Rico,Caguas,PR,1185 Grand Grove Forest,725.0
11539,Consumer,Puerto Rico,Caguas,PR,1425 Fallen Fox Arbor,725.0
13867,Consumer,Puerto Rico,Caguas,PR,285 Round Bend,725.0
8237,Consumer,Puerto Rico,Caguas,PR,1626 Heather Road,725.0
12804,Consumer,Puerto Rico,Caguas,PR,8248 Blue Corners ,725.0
2791,Consumer,Puerto Rico,Caguas,PR,7463 Sunny Embers Gate,725.0
13759,Consumer,Puerto Rico,Caguas,PR,7074 Cotton Diversion,725.0
13561,Consumer,Puerto Rico,Caguas,PR,6002 Velvet Deer Downs,725.0
14777,Consumer,Puerto Rico,Caguas,PR,8706 Tawny Centre,725.0
11631,Consumer,Puerto Rico,Caguas,PR,669 Grand Mountain Boulevard,725.0
3774,Consumer,Puerto Rico,Caguas,PR,1454 Red Lane,725.0
2946,Consumer,Puerto Rico,Caguas,PR,8906 Rustic Mall ,725.0
9105,Consumer,Puerto Rico,Caguas,PR,5032 Dusty Zephyr Wharf,725.0
7901,Consumer,Puerto Rico,Caguas,PR,2704 Silent Pine Corner,725.0
2638,Consumer,Puerto Rico,Caguas,PR,7334 Merry Maze,725.0
6455,Consumer,Puerto Rico,Caguas,PR,4028 Rustic Point,725.0
4946,Consumer,Puerto Rico,Caguas,PR,2863 Merry Circle,725.0
2344,Consumer,Puerto Rico,Caguas,PR,1269 Rocky Brook Hollow,725.0
3538,Consumer,Puerto Rico,Caguas,PR,6232 Red Rise Rise,725.0
13740,Consumer,Puerto Rico,Caguas,PR,2285 Wishing Boulevard,725.0
976,Consumer,Puerto Rico,Caguas,PR,4778 Little Creek Bay,725.0
7616,Consumer,Puerto Rico,Caguas,PR,3310 Rocky Boulevard,725.0
3532,Consumer,Puerto Rico,Caguas,PR,1984 Misty Rabbit Boulevard,725.0
5409,Consumer,Puerto Rico,Caguas,PR,3018 Blue Trail,725.0
3843,Consumer,Puerto Rico,Caguas,PR,8798 Lost Lookout,725.0
9790,Consumer,Puerto Rico,Toa Alta,PR,6412 Quiet Swale,953.0
6937,Consumer,Puerto Rico,Caguas,PR,8877 Thunder Zephyr Orchard,725.0
14721,Consumer,Puerto Rico,Caguas,PR,9518 Old Corner,725.0
1073,Consumer,Puerto Rico,Caguas,PR,1557 High Spring Cove,725.0
9218,Consumer,Puerto Rico,Caguas,PR,1336 Cotton Mews,725.0
6481,Consumer,Puerto Rico,Cayey,PR,6566 Lost Fox Carrefour,736.0
12784,Consumer,Puerto Rico,Caguas,PR,20 Bright Barn Woods,725.0
1037,Consumer,Puerto Rico,Caguas,PR,3481 Crystal Campus,725.0
2242,Consumer,Puerto Rico,Caguas,PR,7258 Grand Pond Acres,725.0
6020,Consumer,Puerto Rico,Caguas,PR,6281 Wishing Sky Byway,725.0
9009,Consumer,Puerto Rico,Caguas,PR,8142 Emerald Cider Jetty,725.0
11728,Consumer,Puerto Rico,Caguas,PR,4294 High Passage,725.0
8960,Consumer,Puerto Rico,Caguas,PR,6330 Dusty Round,725.0
7950,Consumer,Puerto Rico,Caguas,PR,7797 Colonial Gate Field,725.0
7404,Consumer,Puerto Rico,Caguas,PR,9539 Rocky Corner,725.0
13792,Consumer,Puerto Rico,San Juan,PR,1944 Cinder Pike,921.0
1787,Consumer,Puerto Rico,Caguas,PR,2240 Emerald Berry Vale,725.0
9825,Consumer,Puerto Rico,Caguas,PR,6481 Silver Log Glen,725.0
1364,Consumer,Puerto Rico,Caguas,PR,9696 Rocky Terrace,725.0
1115,Consumer,Puerto Rico,Caguas,PR,961 Lazy Alley,725.0
3723,Consumer,Puerto Rico,Humacao,PR,7625 Colonial Branch Row,791.0
7409,Consumer,Puerto Rico,Caguas,PR,4805 Iron Blossom Bend,725.0
12782,Consumer,Puerto Rico,Caguas,PR,5131 Honey Spring Farm,725.0
13845,Consumer,Puerto Rico,Caguas,PR,8344 Noble Mountain Gate,725.0
10277,Consumer,Puerto Rico,Caguas,PR,8908 Golden Thicket,725.0
7640,Consumer,Puerto Rico,Caguas,PR,1799 Cotton View,725.0
5288,Consumer,Puerto Rico,Caguas,PR,8477 Fallen Promenade,725.0
642,Consumer,Puerto Rico,Caguas,PR,5319 Blue Leaf Moor,725.0
14024,Consumer,Puerto Rico,Caguas,PR,8460 Green Cloud Run,725.0
14790,Consumer,Puerto Rico,Caguas,PR,9539 Old Diversion,725.0
2058,Consumer,Puerto Rico,Caguas,PR,1121 Wishing Jetty,725.0
3542,Consumer,Puerto Rico,Caguas,PR,3847 Silver Route,725.0
9155,Consumer,Puerto Rico,Caguas,PR,4601 Golden Anchor Valley,725.0
1979,Consumer,Puerto Rico,Caguas,PR,338 Heather Orchard,725.0
12745,Consumer,Puerto Rico,Caguas,PR,4651 Dewy Village ,725.0
13880,Consumer,Puerto Rico,Caguas,PR,2275 Old Grove Heights,725.0
12039,Consumer,Puerto Rico,Caguas,PR,9440 Silent Heath,725.0
11587,Consumer,Puerto Rico,Caguas,PR,4806 Middle Canyon,725.0
4108,Consumer,Puerto Rico,Caguas,PR,858 Red Wynd,725.0
9150,Consumer,Puerto Rico,Caguas,PR,4579 Sunny Link,725.0
361,Consumer,Puerto Rico,Caguas,PR,6183 Tawny Elk Concession,725.0
8174,Consumer,Puerto Rico,Caguas,PR,2437 Thunder Spring Parkway,725.0
168,Consumer,Puerto Rico,Caguas,PR,295 Quaking Timber By-pass,725.0
11627,Consumer,Puerto Rico,Caguas,PR,4079 Emerald Canyon,725.0
2496,Consumer,Puerto Rico,Caguas,PR,7962 Wishing Fox Harbour,725.0
4973,Consumer,Puerto Rico,Caguas,PR,5002 Cinder Ridge,725.0
11176,Consumer,Puerto Rico,Caguas,PR,4957 Lost Quail Rise,725.0
11477,Consumer,Puerto Rico,Caguas,PR,3352 Harvest Zephyr Terrace,725.0
6192,Consumer,Puerto Rico,Caguas,PR,2643 Gentle Estates,725.0
8919,Consumer,Puerto Rico,Caguas,PR,8702 Harvest Rise Line,725.0
11134,Consumer,Puerto Rico,Caguas,PR,4371 Gentle Gate,725.0
2445,Consumer,Puerto Rico,Caguas,PR,930 Pleasant Island Chase,725.0
9019,Consumer,Puerto Rico,Caguas,PR,4182 Burning Hills Corners,725.0
335,Consumer,Puerto Rico,Caguas,PR,1082 Rustic Rabbit Street,725.0
11705,Consumer,Puerto Rico,Caguas,PR,7762 Rocky Carrefour,725.0
3462,Consumer,Puerto Rico,Caguas,PR,1173 Silver Isle,725.0
760,Consumer,Puerto Rico,Caguas,PR,5763 Green Crossing,725.0
8420,Consumer,Puerto Rico,Caguas,PR,1793 Tawny Limits,725.0
8516,Consumer,Puerto Rico,Caguas,PR,325 Burning Circle,725.0
4307,Consumer,Puerto Rico,Caguas,PR,5263 Hidden Bay,725.0
11689,Consumer,Puerto Rico,Caguas,PR,7658 Hazy Mountain Plaza,725.0
9424,Consumer,Puerto Rico,Caguas,PR,4984 Dusty Log Parkway,725.0
3079,Consumer,Puerto Rico,Caguas,PR,9581 Burning Horse Centre,725.0
3530,Consumer,Puerto Rico,Caguas,PR,681 High Pike,725.0
4544,Consumer,Puerto Rico,Caguas,PR,8461 Wishing Mountain Walk,725.0
363,Consumer,Puerto Rico,Caguas,PR,9847 Wishing Ledge,725.0
11685,Consumer,Puerto Rico,Caguas,PR,9086 Iron Ledge,725.0
10078,Consumer,Puerto Rico,Manati,PR,5282 Silent Landing,674.0
2586,Consumer,Puerto Rico,Caguas,PR,1407 Cinder Downs,725.0
2961,Consumer,Puerto Rico,Caguas,PR,2568 Heather Grove,725.0
1453,Consumer,Puerto Rico,Caguas,PR,7802 Foggy Robin Link,725.0
10443,Consumer,Puerto Rico,Caguas,PR,3378 Old Drive,725.0
4953,Consumer,Puerto Rico,Caguas,PR,5703 Velvet Cider Link,725.0
6171,Consumer,Puerto Rico,Caguas,PR,5452 Broad Mall ,725.0
10663,Consumer,Puerto Rico,Caguas,PR,9552 Quaking Edge,725.0
12254,Consumer,Puerto Rico,Caguas,PR,9946 Merry Boulevard,725.0
648,Consumer,Puerto Rico,Arecibo,PR,3393 Crystal Port,612.0
4669,Consumer,Puerto Rico,Humacao,PR,4905 Lazy Stead,791.0
9954,Consumer,Puerto Rico,Caguas,PR,1605 Fallen Abbey,725.0
8805,Consumer,Puerto Rico,Caguas,PR,6499 Indian Run,725.0
7809,Consumer,Puerto Rico,Caguas,PR,6502 Hazy Promenade,725.0
2044,Consumer,Puerto Rico,Caguas,PR,2049 Indian Extension,725.0
9510,Consumer,Puerto Rico,Caguas,PR,9856 Wishing Willow Woods,725.0
8573,Consumer,Puerto Rico,Guaynabo,PR,3465 Rocky Nectar Crossing,969.0
8989,Consumer,Puerto Rico,Caguas,PR,8898 Misty Townline,725.0
5247,Consumer,Puerto Rico,Caguas,PR,2544 Burning Sky Key,725.0
12096,Consumer,Puerto Rico,Caguas,PR,2262 Heather Forest,725.0
6442,Consumer,Puerto Rico,Caguas,PR,7257 Thunder Quail Maze,725.0
2447,Consumer,Puerto Rico,Caguas,PR,2576 Green Hollow,725.0
6253,Consumer,Puerto Rico,Caguas,PR,3977 Jagged Creek Edge,725.0
2422,Consumer,Puerto Rico,San Juan,PR,1831 Honey Hickory Mount,921.0
2777,Consumer,Puerto Rico,Caguas,PR,4746 Quaking Bear Valley,725.0
6471,Consumer,Puerto Rico,Caguas,PR,6040 Sleepy Plaza,725.0
10571,Consumer,Puerto Rico,Caguas,PR,5002 Velvet Bluff View,725.0
8798,Consumer,Puerto Rico,Caguas,PR,9668 Burning Glen,725.0
11036,Consumer,Puerto Rico,Caguas,PR,4464 Rocky Horse Harbour,725.0
9767,Consumer,Puerto Rico,Caguas,PR,112 Pleasant Butterfly Thicket,725.0
5151,Consumer,Puerto Rico,Caguas,PR,7383 Green Run,725.0
6562,Consumer,Puerto Rico,Caguas,PR,259 Green Link,725.0
11929,Consumer,Puerto Rico,Caguas,PR,3836 Blue Brook Stead,725.0
6921,Consumer,Puerto Rico,Caguas,PR,5344 Lazy Beach,725.0
7799,Consumer,Puerto Rico,Caguas,PR,5530 Noble Deer Route,725.0
10925,Consumer,Puerto Rico,Caguas,PR,8798 Lost Lookout,725.0
270,Consumer,Puerto Rico,Caguas,PR,3392 Indian Glen,725.0
7695,Consumer,Puerto Rico,Caguas,PR,2905 Sleepy Route,725.0
5401,Consumer,Puerto Rico,Caguas,PR,9139 Thunder Forest Point,725.0
11653,Consumer,Puerto Rico,Caguas,PR,6894 Heather Estates,725.0
9382,Consumer,Puerto Rico,Caguas,PR,5399 Foggy Court,725.0
3933,Consumer,Puerto Rico,Caguas,PR,7909 Amber View,725.0
4166,Consumer,Puerto Rico,Caguas,PR,1531 Foggy Panda Centre,725.0
4344,Consumer,Puerto Rico,Caguas,PR,3914 Silver Horse Cape,725.0
11299,Consumer,Puerto Rico,Caguas,PR,5348 Middle Embers Line,725.0
6312,Consumer,Puerto Rico,Caguas,PR,4951 Cozy Gate Ramp,725.0
3727,Consumer,Puerto Rico,Caguas,PR,4786 Crystal Apple Island,725.0
5566,Consumer,Puerto Rico,Caguas,PR,4079 Emerald Canyon,725.0
1019,Consumer,Puerto Rico,Caguas,PR,1946 Jagged Trail,725.0
6324,Consumer,Puerto Rico,Caguas,PR,9046 Lost Glade,725.0
12470,Consumer,Puerto Rico,Caguas,PR,3330 Easy Berry Range,725.0
12523,Consumer,Puerto Rico,Caguas,PR,3996 Crystal Zephyr Swale,725.0
12576,Consumer,Puerto Rico,Caguas,PR,5712 Heather Rise ,725.0
12737,Consumer,Puerto Rico,Caguas,PR,6956 Misty Anchor Close,725.0
12574,Consumer,Puerto Rico,Caguas,PR,9544 Noble Spring Route,725.0
12457,Consumer,Puerto Rico,Caguas,PR,3323 Old Willow Mall,725.0
12618,Consumer,Puerto Rico,Caguas,PR,7446 Rocky Inlet ,725.0
12545,Consumer,Puerto Rico,Caguas,PR,8662 Clear Nectar Mall,725.0
12706,Consumer,Puerto Rico,Caguas,PR,3392 Indian Glen ,725.0
12741,Consumer,Puerto Rico,Caguas,PR,1338 Indian Prairie Extension,725.0
14926,Consumer,Puerto Rico,Caguas,PR,5016 Sunny Run,725.0
12939,Consumer,Puerto Rico,Caguas,PR,9624 Merry Run ,725.0
14996,Consumer,Puerto Rico,Caguas,PR,6316 Quiet Pines,725.0
14957,Consumer,Puerto Rico,Caguas,PR,1313 Old Hickory Round,725.0
12863,Consumer,Puerto Rico,Caguas,PR,9167 Lost End ,725.0
15045,Consumer,Puerto Rico,Caguas,PR,1974 Stony Wharf,725.0
12931,Consumer,Puerto Rico,Caguas,PR,7107 Harvest Blossom Abbey,725.0
12913,Consumer,Puerto Rico,Caguas,PR,3810 Crystal Plaza ,725.0
15113,Consumer,Puerto Rico,Caguas,PR,6422 Sleepy Swale,725.0
15005,Consumer,Puerto Rico,Caguas,PR,4494 Harvest Bay,725.0
12875,Consumer,Puerto Rico,Caguas,PR,8620 Silent Alley ,725.0
14950,Consumer,Puerto Rico,Caguas,PR,5559 Colonial Prairie Manor,725.0
15092,Consumer,Puerto Rico,Caguas,PR,2915 Round Byway,725.0
15110,Consumer,Puerto Rico,Caguas,PR,9992 Clear Jetty,725.0
15125,Consumer,Puerto Rico,Caguas,PR,7790 Misty Elk Line,725.0
13419,Consumer,Puerto Rico,Caguas,PR,5645 Sunny Spring Gate,725.0
14128,Consumer,Puerto Rico,Mayaguez,PR,2535 Shady Wagon Edge,680.0
12964,Consumer,Puerto Rico,Caguas,PR,9825 Iron Abbey ,725.0
13115,Consumer,Puerto Rico,Caguas,PR,4647 Umber View Farms,725.0
5501,Consumer,Puerto Rico,Caguas,PR,3323 Rocky Robin Pointe,725.0
6065,Consumer,Puerto Rico,Caguas,PR,1482 Cozy Townline,725.0
9737,Consumer,Puerto Rico,Caguas,PR,1800 Quiet Creek Stead,725.0
5946,Consumer,Puerto Rico,Caguas,PR,4823 Golden Hollow,725.0
10000,Consumer,Puerto Rico,Caguas,PR,9938 Sunny Loop,725.0
230,Consumer,Puerto Rico,Caguas,PR,5835 Harvest Vista,725.0
11897,Consumer,Puerto Rico,Caguas,PR,2943 Stony Lake Pike,725.0
7998,Consumer,Puerto Rico,Caguas,PR,2896 Quaking Park,725.0
7759,Consumer,Puerto Rico,Caguas,PR,2049 Silver Byway,725.0
6866,Consumer,Puerto Rico,Caguas,PR,2861 Velvet Pointe,725.0
4614,Consumer,Puerto Rico,Caguas,PR,3892 Emerald Mountain Corner,725.0
8430,Consumer,Puerto Rico,Caguas,PR,8719 Dewy Goose Via,725.0
5423,Consumer,Puerto Rico,Caguas,PR,7011 Burning Park,725.0
6196,Consumer,Puerto Rico,Caguas,PR,27 Cozy Willow Mountain,725.0
3447,Consumer,Puerto Rico,Caguas,PR,1108 Harvest Street,725.0
4969,Consumer,Puerto Rico,Caguas,PR,6001 Middle Island,725.0
13594,Consumer,Puerto Rico,Caguas,PR,5193 Foggy Apple Jetty,725.0
628,Consumer,Puerto Rico,Caguas,PR,9875 Thunder Lagoon Parade,725.0
867,Consumer,Puerto Rico,Caguas,PR,5032 Crystal Rabbit Private,725.0
257,Consumer,Puerto Rico,Humacao,PR,9135 Green Island Moor,791.0
7607,Consumer,Puerto Rico,Caguas,PR,9471 Middle Grove Place,725.0
6582,Consumer,Puerto Rico,Caguas,PR,6141 Clear Fox Vista,725.0
6767,Consumer,Puerto Rico,Caguas,PR,9526 Bright Heath,725.0
5644,Consumer,Puerto Rico,Caguas,PR,143 Clear Pony Byway,725.0
10282,Consumer,Puerto Rico,Caguas,PR,9700 Iron Island Autoroute,725.0
4309,Consumer,Puerto Rico,Caguas,PR,4388 Burning Goose Ridge,725.0
5459,Consumer,Puerto Rico,Caguas,PR,3313 Golden Ridge,725.0
10635,Consumer,Puerto Rico,Caguas,PR,4925 Heather Hickory Way,725.0
4013,Consumer,Puerto Rico,Caguas,PR,5883 Dusty Drive,725.0
10912,Consumer,Puerto Rico,Caguas,PR,8706 Sleepy Via,725.0
3903,Corporate,EE. UU.,Cleveland,OH,6481 Pleasant Farm,44118.0
9625,Corporate,EE. UU.,New York,NY,6234 Honey Grove Expressway,10025.0
446,Corporate,EE. UU.,Mission Viejo,CA,3151 Sleepy Quail Promenade,92691.0
8261,Corporate,EE. UU.,Dallas,TX,6084 Noble Panda Landing,75287.0
3170,Corporate,EE. UU.,Woodbridge,VA,7571 Tawny Gate Cape,22192.0
3175,Corporate,EE. UU.,Tucson,AZ,8988 Shady Park,85713.0
10339,Corporate,EE. UU.,Carol Stream,IL,4841 Rocky Butterfly Forest,60188.0
10205,Corporate,EE. UU.,Muskegon,MI,7041 Rustic Pathway,49442.0
4874,Corporate,EE. UU.,Seattle,WA,9624 Merry Run,98115.0
844,Corporate,EE. UU.,Las Vegas,NV,2262 Green Wharf,89101.0
3703,Corporate,EE. UU.,Baldwin Park,CA,5761 Little Corner,91706.0
7641,Corporate,EE. UU.,Houston,TX,197 High Mount,77015.0
5573,Corporate,EE. UU.,Cleveland,OH,92 Green Woods,44105.0
6595,Corporate,EE. UU.,New York,NY,2407 Thunder Mountain,10003.0
6990,Corporate,EE. UU.,New York,NY,2308 Rocky Spring Corner,10031.0
9615,Corporate,EE. UU.,Escondido,CA,4088 Stony Vista,92026.0
6553,Corporate,EE. UU.,Waukegan,IL,6197 Clear Close,60085.0
1779,Corporate,EE. UU.,South Ozone Park,NY,3520 Hidden Circle,11420.0
2657,Corporate,EE. UU.,Allentown,PA,3387 Hazy Timber Path,18103.0
1183,Corporate,EE. UU.,Phoenix,AZ,7291 Shady Nectar Cape,85029.0
4913,Corporate,EE. UU.,Amarillo,TX,4715 Lazy Oak Centre,79109.0
9489,Corporate,EE. UU.,Miami,FL,1701 Heather Acres,33147.0
6722,Corporate,EE. UU.,Normal,IL,4868 Old Wood,61761.0
4426,Corporate,EE. UU.,Dallas,TX,1188 Old Abbey,75228.0
3820,Corporate,EE. UU.,Beaverton,OR,4546 Crystal Spring Trail,97006.0
1909,Corporate,EE. UU.,Carson,CA,8270 Tawny Butterfly Inlet,90745.0
9837,Corporate,EE. UU.,Goose Creek,SC,1809 Shady Willow Swale,29445.0
5078,Corporate,EE. UU.,Philadelphia,PA,2042 Hidden Carrefour,19131.0
10440,Corporate,EE. UU.,Lakewood,NJ,4293 Dewy Circuit,8701.0
4202,Corporate,EE. UU.,Catonsville,MD,8341 Lost Forest,21228.0
9329,Corporate,EE. UU.,Metairie,LA,2161 Burning Maze,70003.0
7613,Corporate,EE. UU.,Pomona,CA,1632 Honey Abbey,91767.0
3189,Corporate,EE. UU.,Atlanta,GA,7373 Shady Island,30318.0
11883,Corporate,EE. UU.,Albuquerque,NM,629 Grand Inlet,87120.0
10483,Corporate,EE. UU.,Porterville,CA,1497 Little Walk,93257.0
11382,Corporate,EE. UU.,Huntington Beach,CA,7681 Quaking Pines,92647.0
86,Corporate,EE. UU.,Fort Worth,TX,8780 Colonial Orchard,76106.0
9237,Corporate,EE. UU.,Vista,CA,6141 Burning Prairie Avenue,92084.0
5356,Corporate,EE. UU.,Reynoldsburg,OH,295 Dusty Rise Square,43068.0
7604,Corporate,EE. UU.,Phoenix,AZ,9672 Stony Log Line,85040.0
9655,Corporate,EE. UU.,San Jose,CA,5365 Tawny Apple Limits,95127.0
4219,Corporate,EE. UU.,Hamilton,OH,7713 Colonial Estates,45011.0
1332,Corporate,EE. UU.,Baltimore,MD,9601 Shady Cider Diversion,21206.0
7656,Corporate,EE. UU.,Bakersfield,CA,4722 Round Embers Falls,93309.0
9862,Corporate,EE. UU.,Highland,CA,5127 Indian Boulevard,92346.0
11993,Corporate,EE. UU.,Dundalk,MD,6608 Easy Barn Falls,21222.0
12427,Corporate,EE. UU.,Plano,TX,3662 Round Barn Gate,75093.0
10152,Corporate,EE. UU.,Houston,TX,5238 Amber Villas,77080.0
2564,Corporate,EE. UU.,Amarillo,TX,6068 Quaking Heath,79109.0
5024,Corporate,EE. UU.,Flushing,NY,7199 Golden Private,11355.0
2756,Corporate,EE. UU.,Bakersfield,CA,1605 Fallen Abbey,93304.0
4471,Corporate,EE. UU.,Sacramento,CA,4556 Burning Cloud Abbey,95823.0
1960,Corporate,EE. UU.,Newark,DE,6889 Merry Autumn Maze,19711.0
2198,Corporate,EE. UU.,Fort Lauderdale,FL,3846 Blue Limits,33312.0
11737,Corporate,EE. UU.,Miami,FL,1286 Sunny Link,33175.0
2770,Corporate,EE. UU.,Fremont,CA,1081 Heather Boulevard,94539.0
10,Corporate,EE. UU.,Stafford,VA,8598 Harvest Beacon Plaza,22554.0
159,Corporate,EE. UU.,Corona,NY,5002 High Bank,11368.0
4413,Corporate,EE. UU.,Sugar Land,TX,1165 Quiet Inlet,77478.0
3999,Corporate,EE. UU.,Bronx,NY,4715 Harvest Creek Mews,10472.0
5059,Corporate,EE. UU.,Goose Creek,SC,8976 Wishing Quail Ramp,29445.0
3906,Corporate,EE. UU.,Tucson,AZ,8297 Golden Green,85719.0
12166,Corporate,EE. UU.,Phoenix,AZ,8421 Sunny Butterfly Trace,85022.0
7659,Corporate,EE. UU.,Fairfield,OH,9393 Velvet Horse Row,45014.0
2204,Corporate,EE. UU.,Hamtramck,MI,4715 Harvest Creek Mews,48212.0
10970,Corporate,EE. UU.,Newark,NJ,5418 Middle Subdivision,7104.0
6012,Corporate,EE. UU.,Brooklyn,NY,3760 Rocky Village,11237.0
6436,Corporate,EE. UU.,Dallas,TX,1082 Rustic Rabbit Street,75231.0
3058,Corporate,EE. UU.,El Centro,CA,1191 Merry Rabbit Acres,92243.0
7558,Corporate,EE. UU.,Bronx,NY,7795 Golden Sky Carrefour,10466.0
11596,Corporate,EE. UU.,Brighton,MA,840 Round Highlands,2135.0
5685,Corporate,EE. UU.,Brooklyn,NY,1674 Amber Loop,11218.0
1033,Corporate,EE. UU.,Miami,FL,2275 Quaking View,33157.0
5070,Corporate,EE. UU.,Mililani,HI,6548 Lazy Cove,96789.0
6677,Corporate,EE. UU.,Los Angeles,CA,1131 Blue Isle,90016.0
8364,Corporate,EE. UU.,Brooklyn,NY,2376 Misty Apple Crescent,11238.0
10170,Corporate,EE. UU.,Tulare,CA,1771 Broad Court,93274.0
10594,Corporate,EE. UU.,Oakland,CA,5292 Cinder Elk Moor,94601.0
7233,Corporate,EE. UU.,Chicago,IL,6312 Noble Apple Woods,60621.0
659,Corporate,EE. UU.,Greenville,NC,4855 Golden Road,27834.0
10631,Corporate,EE. UU.,Union,NJ,6818 Rustic Bear Meadow,7083.0
572,Corporate,EE. UU.,Spring Valley,CA,9552 Fallen Vale,91977.0
4168,Corporate,EE. UU.,Weslaco,TX,9853 Thunder Downs,78596.0
9141,Corporate,EE. UU.,Bakersfield,CA,7330 Broad Apple Moor,93304.0
11792,Corporate,EE. UU.,Middletown,OH,252 Honey Embers Canyon,45044.0
6574,Corporate,EE. UU.,Lakewood,NJ,4546 Golden Hills Ridge,8701.0
1343,Corporate,EE. UU.,Del Rio,TX,2437 Thunder Oak Highway,78840.0
9874,Corporate,EE. UU.,Dallas,TX,2534 Fallen Key,75231.0
6911,Corporate,EE. UU.,San Diego,CA,9768 Noble Horse Heights,92126.0
6969,Corporate,EE. UU.,Tustin,CA,9080 Lost Branch Wood,92780.0
1982,Corporate,EE. UU.,Washington,PA,3543 Red Treasure Bay,15301.0
170,Corporate,EE. UU.,Broomfield,CO,1996 Easy Parade,80020.0
3613,Corporate,EE. UU.,Brooklyn,NY,6391 Golden Promenade,11201.0
9895,Corporate,EE. UU.,La Crosse,WI,7620 Thunder Gate,54601.0
6988,Corporate,EE. UU.,Denton,TX,7116 Amber Butterfly Ramp,76201.0
3860,Corporate,EE. UU.,San Antonio,TX,9724 Indian Trail,78250.0
574,Corporate,EE. UU.,Joliet,IL,4135 Golden Shadow Front,60435.0
2056,Corporate,EE. UU.,Chicago Heights,IL,1453 Amber Deer Farm,60411.0
1405,Corporate,EE. UU.,Strongsville,OH,7864 Silent Horse Extension,44136.0
8567,Corporate,EE. UU.,Philadelphia,PA,6594 Hidden Quail Wynd,19143.0
3592,Corporate,EE. UU.,Richmond,KY,5546 Rocky Cloud Beach,40475.0
4381,Corporate,EE. UU.,Chicago,IL,8832 Old Quay,60637.0
12397,Corporate,EE. UU.,Dearborn,MI,4463 Cotton Quail Forest,48126.0
453,Corporate,EE. UU.,Lancaster,SC,516 Cozy Fawn Valley,29720.0
11099,Corporate,EE. UU.,La Mirada,CA,6818 Little Treasure Drive,90638.0
1727,Corporate,EE. UU.,Jamaica,NY,7208 Misty By-pass,11434.0
4040,Corporate,EE. UU.,Roseville,MI,6286 Gentle Rise Common,48066.0
4468,Corporate,EE. UU.,Carol Stream,IL,4371 Gentle Townline,60188.0
9377,Corporate,EE. UU.,Philadelphia,PA,826 High Butterfly Hollow,19140.0
7318,Corporate,EE. UU.,Memphis,TN,1790 Noble Brook Run,38111.0
10786,Corporate,EE. UU.,Stockton,CA,5012 Tawny Brook Vale,95206.0
10270,Corporate,EE. UU.,Hamilton,OH,2428 Shady Panda Pathway,45013.0
5818,Corporate,EE. UU.,El Paso,TX,7958 Thunder Apple Street,79912.0
7908,Corporate,EE. UU.,Sugar Land,TX,9089 Round Willow Route,77478.0
6178,Corporate,EE. UU.,Lancaster,SC,6692 Lazy Route,29720.0
4178,Corporate,EE. UU.,Miami,FL,8840 Middle Zephyr Road,33147.0
5613,Corporate,EE. UU.,Chicago,IL,8342 Green Orchard,60632.0
5390,Corporate,EE. UU.,Allentown,PA,3669 Harvest Manor,18103.0
5570,Corporate,EE. UU.,Mission Viejo,CA,852 Hazy Gate Circuit,92691.0
10586,Corporate,EE. UU.,Huntington Station,NY,6841 Harvest Cloud Edge,11746.0
4865,Corporate,EE. UU.,Bridgeton,NJ,4579 Grand Parade,8302.0
9130,Corporate,EE. UU.,Brooklyn,NY,5777 Shady Lookout,11214.0
10781,Corporate,EE. UU.,Hialeah,FL,6772 Cotton Wagon  Moor,33015.0
